b_avg,b_std
0.7969045573553148,0.034273627778262844
0.7180136351475381,0.015415129729093757
0.9447283318020309,0.04111906421855316
0.7874211723394919,0.07324790077084278
0.6997719982752941,0.03796089751590567
0.6723501340943674,0.010539033334978964
0.8997074620716916,0.019091565176778375
1.0174389255613212,0.02363659586065466
0.8723828270202593,0.025073118251398463
0.7688292519203762,0.006198322343324181
0.7688292519203762,0.006198322343324181
0.7363411444200565,0.033742639001612146
1.001433127468631,0.03812508438653886
0.8495683649607411,0.02691981988427586
0.9725970364683604,0.07424770556748672
0.8507679800980577,0.11303508430685802
0.8806347204312008,0.06339356206852506
0.7420081191234393,0.008579354246807447
0.8806347204312008,0.06339356206852506
0.8250011616198722,0.008242449714364585
0.7389505905499325,0.04882603036965827
0.6997719982752941,0.03796089751590567
0.6266596338337055,0.029305206961009578
0.7234348305424971,0.06746998974778215
0.8446296422634587,0.07416938498501127
0.9008682471965701,0.006489832045291787
0.6467304367291621,0.015080664030226343
0.878552040869965,0.005878746373997101
0.6997719982752941,0.03796089751590567
0.6431596511810775,0.04580522430838163
0.8332864059678478,0.014023302801013049
1.0147661046536172,0.028918708633033086
0.9260374605347895,0.04396266847533081
0.9313924613411073,0.011119275036510418
0.8179851550057766,0.04295758074207623
0.7437407438356192,0.08777590304090419
0.9172912622605451,0.03144078114305346
0.6997719982752941,0.03796089751590567
0.8250011616198722,0.008242449714364585
0.8554275071279098,0.04225496716469304
0.899965002215652,0.009627046009890193
0.7969045573553148,0.034273627778262844
0.8670677787932091,0.03813601801232144
0.899965002215652,0.009627046009890193
0.5879952785972546,0.025605033425143447
0.8218401641357984,0.008667624172581628
0.899965002215652,0.009627046009890193
1.009826636210629,0.01113763316462589
0.8831498741570658,0.0605013290806006
1.009826636210629,0.01113763316462589
